season,circuit_id,constructor_id,driver_id,Laps,Points,Rank,round,Points Before GP,Finished,grid,constructor_country_of_origin,updated_wins,updated_poles,year_of_birth,height (cm),weight (kg),driver_country_of_origin,updated_driver_wins,updated_driver_poles,Engine Manufacturer,Engine,Displacement,Cylinders,Valves,driver_age,circuit_country,configuration,length (km),number_of_corners,drs_zones,driver_home_race,constructor_home_race,weather_category_Clear,weather_category_Cloudy,weather_category_Rainy,weather_category_Warm,weather_category_Windy,salary
2015,silverstone,force_india,perez,51,2.0,9,9,13.0,1,11,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,4360000.0
2015,silverstone,mclaren,alonso,51,1.0,10,9,0.0,1,17,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,United Kingdom,Race,5.891,18,2,0,1,0,1,0,0,0,38444875.0
2015,silverstone,sauber,ericsson,51,0.0,11,9,5.0,1,15,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,222000.0
2015,silverstone,marussia,merhi,49,0.0,12,9,0.0,1,20,Russia,0,0,1991,179,79,Spain,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,55500.0
2015,silverstone,marussia,stevens,49,0.0,13,9,0.0,1,19,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,United Kingdom,Race,5.891,18,2,1,0,0,1,0,0,0,166500.0
2015,silverstone,mclaren,button,0,0.0,14,9,4.0,0,18,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,United Kingdom,Race,5.891,18,2,1,1,0,1,0,0,0,11000000.0
2015,silverstone,lotus_f1,grosjean,0,0.0,15,9,17.0,0,12,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,United Kingdom,Race,5.891,18,2,0,1,0,1,0,0,0,4400000.0
2015,silverstone,lotus_f1,maldonado,0,0.0,16,9,12.0,0,14,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,United Kingdom,Race,5.891,18,2,0,1,0,1,0,0,0,4400000.0
2015,silverstone,toro_rosso,max_verstappen,3,0.0,17,9,10.0,0,13,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,277500.0
2015,silverstone,sauber,nasr,0,0.0,18,9,16.0,0,16,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,222000.0
2015,silverstone,red_bull,ricciardo,21,0.0,19,9,36.0,0,10,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,1630000.0
2015,silverstone,toro_rosso,sainz,31,0.0,20,9,9.0,0,8,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,United Kingdom,Race,5.891,18,2,0,0,0,1,0,0,0,277500.0
2015,hungaroring,ferrari,vettel,69,25.0,1,10,135.0,1,3,Italy,223,207,1987,176,58,Germany,41,45,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,30500000.0
2015,hungaroring,red_bull,ricciardo,69,15.0,3,10,36.0,1,4,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,1630000.0
2015,hungaroring,toro_rosso,max_verstappen,69,12.0,4,10,10.0,1,9,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,277500.0
2015,hungaroring,mclaren,alonso,69,10.0,5,10,1.0,1,15,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,38444875.0
2015,hungaroring,mercedes,hamilton,69,8.0,6,10,194.0,1,1,Germany,37,45,1985,175,66,United Kingdom,38,47,Mercedes,Mercedes PU106B,1600,6,24,30,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,28000000.0
2015,hungaroring,lotus_f1,grosjean,69,6.0,7,10,17.0,1,10,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,4400000.0
2015,hungaroring,mercedes,rosberg,69,4.0,8,10,177.0,1,2,Germany,37,45,1985,178,71,Germany,11,16,Mercedes,Mercedes PU106B,1600,6,24,30,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,15000000.0
2015,hungaroring,mclaren,button,69,2.0,9,10,4.0,1,16,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,11000000.0
2015,hungaroring,sauber,ericsson,69,1.0,10,10,5.0,1,17,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,222000.0
2015,hungaroring,sauber,nasr,69,0.0,11,10,16.0,1,18,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,222000.0
2015,hungaroring,williams,massa,69,0.0,12,10,74.0,1,8,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,4440000.0
2015,hungaroring,williams,bottas,69,0.0,13,10,77.0,1,6,United Kingdom,114,128,1989,173,70,Finland,0,0,Mercedes,Mercedes PU106B,1600,6,24,26,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,2220000.0
2015,hungaroring,lotus_f1,maldonado,69,0.0,14,10,12.0,1,14,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,4400000.0
2015,hungaroring,marussia,merhi,67,0.0,15,10,0.0,1,19,Russia,0,0,1991,179,79,Spain,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,55500.0
2015,hungaroring,marussia,stevens,65,0.0,16,10,0.0,0,20,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,166500.0
2015,hungaroring,force_india,hulkenberg,41,0.0,17,10,24.0,0,11,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes PU106B,1600,6,24,28,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,15000000.0
2015,hungaroring,force_india,perez,53,0.0,18,10,15.0,0,13,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,4360000.0
2015,hungaroring,ferrari,raikkonen,55,0.0,19,10,76.0,0,5,Italy,223,207,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,19800000.0
2015,hungaroring,toro_rosso,sainz,60,0.0,20,10,9.0,0,12,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,Hungary,Race,4.381,14,2,0,0,1,0,0,0,0,277500.0
2015,spa,mercedes,hamilton,43,25.0,1,11,202.0,1,1,Germany,38,46,1985,175,66,United Kingdom,39,48,Mercedes,Mercedes PU106B,1600,6,24,30,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,28000000.0
2015,spa,mercedes,rosberg,43,18.0,2,11,181.0,1,2,Germany,38,46,1985,178,71,Germany,11,16,Mercedes,Mercedes PU106B,1600,6,24,30,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,15000000.0
2015,spa,lotus_f1,grosjean,43,15.0,3,11,23.0,1,9,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,4400000.0
2015,spa,force_india,perez,43,10.0,5,11,15.0,1,4,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,4360000.0
2015,spa,williams,massa,43,8.0,6,11,74.0,1,6,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,4440000.0
2015,spa,ferrari,raikkonen,43,6.0,7,11,76.0,1,16,Italy,223,207,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,19800000.0
2015,spa,toro_rosso,max_verstappen,43,4.0,8,11,22.0,1,18,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,277500.0
2015,spa,williams,bottas,43,2.0,9,11,77.0,1,3,United Kingdom,114,128,1989,173,70,Finland,0,0,Mercedes,Mercedes PU106B,1600,6,24,26,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,2220000.0
2015,spa,sauber,ericsson,43,1.0,10,11,6.0,1,13,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,222000.0
2015,spa,sauber,nasr,43,0.0,11,11,16.0,1,14,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,222000.0
2015,spa,ferrari,vettel,42,0.0,12,11,160.0,0,8,Italy,223,207,1987,176,58,Germany,41,45,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,30500000.0
2015,spa,mclaren,alonso,42,0.0,13,11,11.0,1,20,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,38444875.0
2015,spa,mclaren,button,42,0.0,14,11,6.0,1,19,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,11000000.0
2015,spa,marussia,merhi,42,0.0,15,11,0.0,1,17,Russia,0,0,1991,179,79,Spain,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,55500.0
2015,spa,marussia,stevens,42,0.0,16,11,0.0,1,15,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,166500.0
2015,spa,force_india,hulkenberg,0,0.0,17,11,24.0,0,11,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes PU106B,1600,6,24,28,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,15000000.0
2015,spa,lotus_f1,maldonado,2,0.0,18,11,12.0,0,7,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,4400000.0
2015,spa,red_bull,ricciardo,19,0.0,19,11,51.0,0,5,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,1630000.0
2015,spa,toro_rosso,sainz,32,0.0,20,11,9.0,0,10,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,Belgium,Race,7.004,20,2,0,0,0,1,0,0,0,277500.0
2015,monza,mercedes,hamilton,53,25.0,1,12,227.0,1,1,Germany,39,47,1985,175,66,United Kingdom,40,49,Mercedes,Mercedes PU106B,1600,6,24,30,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,28000000.0
2015,monza,ferrari,vettel,53,18.0,2,12,160.0,1,3,Italy,223,207,1987,176,58,Germany,41,45,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Italy,Race,5.793,11,2,0,1,0,1,0,0,0,30500000.0
2015,monza,williams,massa,53,15.0,3,12,82.0,1,5,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,4440000.0
2015,monza,williams,bottas,53,12.0,4,12,79.0,1,6,United Kingdom,114,128,1989,173,70,Finland,0,0,Mercedes,Mercedes PU106B,1600,6,24,26,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,2220000.0
2015,monza,ferrari,raikkonen,53,10.0,5,12,82.0,1,2,Italy,223,207,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Italy,Race,5.793,11,2,0,1,0,1,0,0,0,19800000.0
2015,monza,force_india,perez,53,8.0,6,12,25.0,1,7,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,4360000.0
2015,monza,force_india,hulkenberg,52,6.0,7,12,24.0,1,9,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes PU106B,1600,6,24,28,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,15000000.0
2015,monza,red_bull,ricciardo,52,4.0,8,12,51.0,1,19,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,1630000.0
2015,monza,sauber,ericsson,52,2.0,9,12,7.0,1,12,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,222000.0
2015,monza,toro_rosso,sainz,52,0.0,11,12,9.0,1,17,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,Italy,Race,5.793,11,2,0,1,0,1,0,0,0,277500.0
2015,monza,toro_rosso,max_verstappen,52,0.0,12,12,26.0,1,20,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,Italy,Race,5.793,11,2,0,1,0,1,0,0,0,277500.0
2015,monza,sauber,nasr,52,0.0,13,12,16.0,1,11,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,222000.0
2015,monza,mclaren,button,52,0.0,14,12,6.0,1,15,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,11000000.0
2015,monza,marussia,stevens,51,0.0,15,12,0.0,1,13,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,166500.0
2015,monza,marussia,merhi,51,0.0,16,12,0.0,1,14,Russia,0,0,1991,179,79,Spain,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,55500.0
2015,monza,mercedes,rosberg,50,0.0,17,12,199.0,0,4,Germany,39,47,1985,178,71,Germany,11,16,Mercedes,Mercedes PU106B,1600,6,24,30,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,15000000.0
2015,monza,mclaren,alonso,47,0.0,18,12,11.0,0,16,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,38444875.0
2015,monza,lotus_f1,grosjean,1,0.0,19,12,38.0,0,8,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,4400000.0
2015,monza,lotus_f1,maldonado,1,0.0,20,12,12.0,0,10,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Italy,Race,5.793,11,2,0,0,0,1,0,0,0,4400000.0
2015,marina_bay,ferrari,vettel,61,25.0,1,13,178.0,1,1,Italy,224,208,1987,176,58,Germany,42,46,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,30500000.0
2015,marina_bay,red_bull,ricciardo,61,18.0,2,13,55.0,1,2,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,1630000.0
2015,marina_bay,ferrari,raikkonen,61,15.0,3,13,92.0,1,3,Italy,224,208,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,19800000.0
2015,marina_bay,mercedes,rosberg,61,12.0,4,13,199.0,1,6,Germany,39,47,1985,178,71,Germany,11,16,Mercedes,Mercedes PU106B,1600,6,24,30,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,15000000.0
2015,marina_bay,williams,bottas,61,10.0,5,13,91.0,1,7,United Kingdom,114,128,1989,173,70,Finland,0,0,Mercedes,Mercedes PU106B,1600,6,24,26,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,2220000.0
2015,marina_bay,force_india,perez,61,6.0,7,13,33.0,1,13,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,4360000.0
2015,marina_bay,toro_rosso,max_verstappen,61,4.0,8,13,26.0,1,8,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,277500.0
2015,marina_bay,toro_rosso,sainz,61,2.0,9,13,9.0,1,14,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,277500.0
2015,marina_bay,sauber,nasr,61,1.0,10,13,16.0,1,16,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,222000.0
2015,marina_bay,sauber,ericsson,61,0.0,11,13,9.0,1,17,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,222000.0
2015,marina_bay,lotus_f1,maldonado,61,0.0,12,13,12.0,1,18,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,4400000.0
2015,marina_bay,lotus_f1,grosjean,59,0.0,13,13,38.0,0,10,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,4400000.0
2015,marina_bay,marussia,stevens,59,0.0,15,13,0.0,1,19,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,166500.0
2015,marina_bay,mclaren,alonso,33,0.0,16,13,11.0,0,12,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,38444875.0
2015,marina_bay,mclaren,button,52,0.0,17,13,6.0,0,15,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,11000000.0
2015,marina_bay,mercedes,hamilton,32,0.0,18,13,252.0,0,5,Germany,39,47,1985,175,66,United Kingdom,40,49,Mercedes,Mercedes PU106B,1600,6,24,30,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,28000000.0
2015,marina_bay,force_india,hulkenberg,12,0.0,19,13,30.0,0,11,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes PU106B,1600,6,24,28,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,15000000.0
2015,marina_bay,williams,massa,30,0.0,20,13,97.0,0,9,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Singapore,Street,4.928,19,3,0,0,1,0,0,0,0,4440000.0
2015,suzuka,mercedes,hamilton,53,25.0,1,14,252.0,1,2,Germany,40,47,1985,175,66,United Kingdom,41,49,Mercedes,Mercedes PU106B,1600,6,24,30,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,28000000.0
2015,suzuka,mercedes,rosberg,53,18.0,2,14,211.0,1,1,Germany,40,48,1985,178,71,Germany,11,17,Mercedes,Mercedes PU106B,1600,6,24,30,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,15000000.0
2015,suzuka,ferrari,vettel,53,15.0,3,14,203.0,1,4,Italy,224,208,1987,176,58,Germany,42,46,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,30500000.0
2015,suzuka,ferrari,raikkonen,53,12.0,4,14,107.0,1,6,Italy,224,208,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,19800000.0
2015,suzuka,williams,bottas,53,10.0,5,14,101.0,1,3,United Kingdom,114,128,1989,173,70,Finland,0,0,Mercedes,Mercedes PU106B,1600,6,24,26,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,2220000.0
2015,suzuka,force_india,hulkenberg,53,8.0,6,14,30.0,1,13,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes PU106B,1600,6,24,28,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,15000000.0
2015,suzuka,lotus_f1,grosjean,53,6.0,7,14,38.0,1,8,United Kingdom,2,0,1986,180,71,France,0,0,Mercedes,Mercedes PU106B,1600,6,24,29,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,4400000.0
2015,suzuka,lotus_f1,maldonado,53,4.0,8,14,12.0,1,11,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,4400000.0
2015,suzuka,toro_rosso,max_verstappen,53,2.0,9,14,30.0,1,17,Italy,1,1,1997,180,67,Netherlands,0,0,Renault,Renault Energy F1 2015,1600,6,24,18,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,277500.0
2015,suzuka,toro_rosso,sainz,52,1.0,10,14,11.0,1,10,Italy,1,1,1994,177,66,Spain,0,0,Renault,Renault Energy F1 2015,1600,6,24,21,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,277500.0
2015,suzuka,mclaren,alonso,52,0.0,11,14,11.0,1,12,United Kingdom,182,155,1981,171,68,Spain,32,22,Honda,Honda RA615H,1600,6,24,34,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,38444875.0
2015,suzuka,force_india,perez,52,0.0,12,14,39.0,1,9,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,4360000.0
2015,suzuka,sauber,ericsson,52,0.0,14,14,9.0,1,15,Switzerland,1,1,1990,180,64,Sweeden,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,25,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,222000.0
2015,suzuka,red_bull,ricciardo,52,0.0,15,14,73.0,1,7,Austria,50,57,1989,175,64,Australia,3,0,Renault,Renault Energy F1 2015,1600,6,24,26,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,1630000.0
2015,suzuka,mclaren,button,52,0.0,16,14,6.0,1,14,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,11000000.0
2015,suzuka,williams,massa,51,0.0,17,14,97.0,1,5,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,4440000.0
2015,suzuka,marussia,stevens,50,0.0,19,14,0.0,1,18,Russia,0,0,1991,173,64,United Kingdom,0,0,Ferrari,Ferrari Tipo 059/3,1600,6,24,24,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,166500.0
2015,suzuka,sauber,nasr,49,0.0,20,14,17.0,0,16,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Japan,Race,5.807,18,1,0,0,0,1,0,0,0,222000.0
2015,sochi,mercedes,hamilton,53,25.0,1,15,277.0,1,2,Germany,41,48,1985,175,66,United Kingdom,42,49,Mercedes,Mercedes PU106B,1600,6,24,30,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,28000000.0
2015,sochi,ferrari,vettel,53,18.0,2,15,218.0,1,4,Italy,224,208,1987,176,58,Germany,42,46,Ferrari,Ferrari Tipo 059/4,1600,6,24,28,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,30500000.0
2015,sochi,force_india,perez,53,15.0,3,15,39.0,1,7,India,0,1,1990,173,63,Mexico,0,0,Mercedes,Mercedes PU106B,1600,6,24,25,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,4360000.0
2015,sochi,williams,massa,53,12.0,4,15,97.0,1,15,United Kingdom,114,128,1981,166,59,Brazil,11,16,Mercedes,Mercedes PU106B,1600,6,24,34,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,4440000.0
2015,sochi,sauber,nasr,53,8.0,6,15,17.0,1,12,Switzerland,1,1,1992,174,71,Brazil,0,0,Ferrari,Ferrari Tipo 059/4,1600,6,24,23,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,222000.0
2015,sochi,lotus_f1,maldonado,53,6.0,7,15,16.0,1,14,United Kingdom,2,0,1985,173,63,Venezuela,1,1,Mercedes,Mercedes PU106B,1600,6,24,30,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,4400000.0
2015,sochi,ferrari,raikkonen,53,4.0,8,15,119.0,1,5,Italy,224,208,1979,175,62,Finland,21,16,Ferrari,Ferrari Tipo 059/4,1600,6,24,36,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,19800000.0
2015,sochi,mclaren,button,53,2.0,9,15,6.0,1,13,United Kingdom,182,155,1980,182,72,United Kingdom,15,8,Honda,Honda RA615H,1600,6,24,35,Russia,Race,5.848,19,2,0,0,0,1,0,0,0,11000000.0
