season,circuit_id,constructor_id,driver_id,Laps,Points,Rank,round,Points Before GP,Finished,grid,constructor_country_of_origin,updated_wins,updated_poles,year_of_birth,height (cm),weight (kg),driver_country_of_origin,updated_driver_wins,updated_driver_poles,Engine Manufacturer,Engine,Displacement,Cylinders,Valves,driver_age,circuit_country,configuration,length (km),number_of_corners,drs_zones,driver_home_race,constructor_home_race,weather_category_Clear,weather_category_Cloudy,weather_category_Rainy,weather_category_Warm,weather_category_Windy,salary
2012,shanghai,force_india,resta,56,0.0,12,3,7.0,1,15,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,China,Race,5.451,16,2,0,0,0,1,0,0,0,256000.0
2012,shanghai,ferrari,massa,56,0.0,13,3,0.0,1,12,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,China,Race,5.451,16,2,0,0,0,1,0,0,0,13900000.0
2012,shanghai,lotus_f1,raikkonen,56,0.0,14,3,16.0,1,4,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,China,Race,5.451,16,2,0,0,0,1,0,0,0,6400000.0
2012,shanghai,force_india,hulkenberg,56,0.0,15,3,2.0,1,16,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,China,Race,5.451,16,2,0,0,0,1,0,0,0,640000.0
2012,shanghai,toro_rosso,vergne,56,0.0,16,3,4.0,1,17,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,China,Race,5.451,16,2,0,0,0,1,0,0,0,512000.0
2012,shanghai,toro_rosso,ricciardo,56,0.0,17,3,2.0,1,17,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,China,Race,5.451,16,2,0,0,0,1,0,0,0,512000.0
2012,shanghai,caterham,petrov,55,0.0,18,3,0.0,1,19,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,China,Race,5.451,16,2,0,0,0,1,0,0,0,640000.0
2012,shanghai,marussia,glock,55,0.0,19,3,0.0,1,20,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,China,Race,5.451,16,2,0,0,0,1,0,0,0,3840000.0
2012,shanghai,marussia,pic,55,0.0,20,3,0.0,1,21,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,China,Race,5.451,16,2,0,0,0,1,0,0,0,192000.0
2012,shanghai,hrt,rosa,55,0.0,21,3,0.0,1,22,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,China,Race,5.451,16,2,0,0,0,1,0,0,0,640000.0
2012,shanghai,hrt,karthikeyan,54,0.0,22,3,0.0,1,23,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,China,Race,5.451,16,2,0,0,0,1,0,0,0,320000.0
2012,shanghai,caterham,kovalainen,53,0.0,23,3,0.0,1,18,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,China,Race,5.451,16,2,0,0,0,1,0,0,0,5120000.0
2012,shanghai,mercedes,michael_schumacher,12,0.0,24,3,1.0,0,2,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,China,Race,5.451,16,2,0,0,0,1,0,0,0,10240000.0
2012,bahrain,red_bull,vettel,57,25.0,1,4,28.0,1,1,Austria,28,39,1987,176,58,Germany,22,31,Renault,Renault RS27-2012,2400,8,32,25,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,12800000.0
2012,bahrain,lotus_f1,raikkonen,57,18.0,2,4,16.0,1,11,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,6400000.0
2012,bahrain,lotus_f1,grosjean,57,15.0,3,4,8.0,1,7,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,1280000.0
2012,bahrain,red_bull,webber,57,12.0,4,4,36.0,1,3,Austria,28,39,1976,185,75,Australia,7,9,Renault,Renault RS27-2012,2400,8,32,36,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,12800000.0
2012,bahrain,mercedes,rosberg,57,10.0,5,4,25.0,1,5,Germany,10,9,1985,178,71,Germany,1,1,Mercedes,Mercedes FO 108Z,2398,8,32,27,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,12800000.0
2012,bahrain,force_india,resta,57,8.0,6,4,7.0,1,10,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,256000.0
2012,bahrain,ferrari,alonso,57,6.0,7,4,37.0,1,9,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,38400000.0
2012,bahrain,mclaren,hamilton,57,4.0,8,4,45.0,1,2,United Kingdom,176,149,1985,175,66,United Kingdom,17,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,20480000.0
2012,bahrain,ferrari,massa,57,2.0,9,4,0.0,1,14,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,13900000.0
2012,bahrain,mercedes,michael_schumacher,57,1.0,10,4,1.0,1,22,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,10240000.0
2012,bahrain,sauber,perez,57,0.0,11,4,22.0,1,8,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,640000.0
2012,bahrain,force_india,hulkenberg,57,0.0,12,4,2.0,1,13,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,640000.0
2012,bahrain,sauber,kobayashi,57,0.0,13,4,9.0,1,12,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,1280000.0
2012,bahrain,toro_rosso,vergne,57,0.0,14,4,4.0,1,17,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,512000.0
2012,bahrain,toro_rosso,ricciardo,56,0.0,15,4,2.0,1,6,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,512000.0
2012,bahrain,caterham,petrov,56,0.0,16,4,0.0,1,18,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,640000.0
2012,bahrain,caterham,kovalainen,56,0.0,17,4,0.0,1,16,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,5120000.0
2012,bahrain,mclaren,button,55,0.0,18,4,43.0,0,4,United Kingdom,176,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,20500000.0
2012,bahrain,marussia,glock,55,0.0,19,4,0.0,1,23,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,3840000.0
2012,bahrain,hrt,rosa,55,0.0,20,4,0.0,1,20,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,640000.0
2012,bahrain,hrt,karthikeyan,55,0.0,21,4,0.0,1,24,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,320000.0
2012,bahrain,williams,bruno_senna,54,0.0,22,4,14.0,0,15,United Kingdom,113,126,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,320000.0
2012,bahrain,williams,maldonado,25,0.0,23,4,4.0,0,21,United Kingdom,113,126,1985,173,63,Venezuela,0,0,Renault,Renault RS27-2012,2400,8,32,27,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,512000.0
2012,bahrain,marussia,pic,24,0.0,24,4,0.0,0,19,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Bahrain,Race,5.412,15,3,0,0,1,0,0,0,0,192000.0
2012,catalunya,williams,maldonado,66,25.0,1,5,4.0,1,1,United Kingdom,114,127,1985,173,63,Venezuela,1,1,Renault,Renault RS27-2012,2400,8,32,27,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,512000.0
2012,catalunya,ferrari,alonso,66,18.0,2,5,43.0,1,2,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Spain,Race,4.657,14,2,1,0,0,1,0,0,0,38400000.0
2012,catalunya,lotus_f1,raikkonen,66,15.0,3,5,34.0,1,4,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,6400000.0
2012,catalunya,lotus_f1,grosjean,66,12.0,4,5,23.0,1,3,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,1280000.0
2012,catalunya,sauber,kobayashi,66,10.0,5,5,9.0,1,9,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,1280000.0
2012,catalunya,red_bull,vettel,66,8.0,6,5,53.0,1,7,Austria,28,39,1987,176,58,Germany,22,31,Renault,Renault RS27-2012,2400,8,32,25,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,12800000.0
2012,catalunya,mercedes,rosberg,66,6.0,7,5,35.0,1,6,Germany,10,9,1985,178,71,Germany,1,1,Mercedes,Mercedes FO 108Z,2398,8,32,27,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,12800000.0
2012,catalunya,mclaren,hamilton,66,4.0,8,5,49.0,1,24,United Kingdom,176,149,1985,175,66,United Kingdom,17,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,20480000.0
2012,catalunya,mclaren,button,66,2.0,9,5,43.0,1,10,United Kingdom,176,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,20500000.0
2012,catalunya,force_india,hulkenberg,65,1.0,10,5,2.0,1,13,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,640000.0
2012,catalunya,red_bull,webber,65,0.0,11,5,48.0,1,11,Austria,28,39,1976,185,75,Australia,7,9,Renault,Renault RS27-2012,2400,8,32,36,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,12800000.0
2012,catalunya,toro_rosso,vergne,65,0.0,12,5,4.0,1,14,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,512000.0
2012,catalunya,toro_rosso,ricciardo,65,0.0,13,5,2.0,1,15,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,512000.0
2012,catalunya,force_india,resta,65,0.0,14,5,15.0,1,12,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,256000.0
2012,catalunya,ferrari,massa,65,0.0,15,5,2.0,1,16,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,13900000.0
2012,catalunya,caterham,kovalainen,65,0.0,16,5,0.0,1,19,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,5120000.0
2012,catalunya,caterham,petrov,65,0.0,17,5,0.0,1,18,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,640000.0
2012,catalunya,marussia,glock,64,0.0,18,5,0.0,1,21,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,3840000.0
2012,catalunya,hrt,rosa,63,0.0,19,5,0.0,1,22,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,Spain,Race,4.657,14,2,1,1,0,1,0,0,0,640000.0
2012,catalunya,williams,bruno_senna,12,0.0,20,5,14.0,0,17,United Kingdom,114,127,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,320000.0
2012,catalunya,hrt,karthikeyan,22,0.0,21,5,0.0,0,23,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,Spain,Race,4.657,14,2,0,1,0,1,0,0,0,320000.0
2012,catalunya,mercedes,michael_schumacher,12,0.0,22,5,2.0,0,8,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,10240000.0
2012,catalunya,sauber,perez,37,0.0,23,5,22.0,0,5,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,640000.0
2012,catalunya,marussia,pic,35,0.0,24,5,0.0,0,20,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Spain,Race,4.657,14,2,0,0,0,1,0,0,0,192000.0
2012,monaco,red_bull,webber,78,25.0,1,6,48.0,1,1,Austria,29,40,1976,185,75,Australia,8,10,Renault,Renault RS27-2012,2400,8,32,36,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,12800000.0
2012,monaco,mercedes,rosberg,78,18.0,2,6,41.0,1,2,Germany,10,9,1985,178,71,Germany,1,1,Mercedes,Mercedes FO 108Z,2398,8,32,27,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,12800000.0
2012,monaco,ferrari,alonso,78,15.0,3,6,61.0,1,5,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,38400000.0
2012,monaco,red_bull,vettel,78,12.0,4,6,61.0,1,9,Austria,29,40,1987,176,58,Germany,22,31,Renault,Renault RS27-2012,2400,8,32,25,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,12800000.0
2012,monaco,mclaren,hamilton,78,10.0,5,6,53.0,1,3,United Kingdom,176,149,1985,175,66,United Kingdom,17,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,20480000.0
2012,monaco,ferrari,massa,78,8.0,6,6,2.0,1,7,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,13900000.0
2012,monaco,force_india,resta,78,6.0,7,6,15.0,1,14,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,256000.0
2012,monaco,force_india,hulkenberg,78,4.0,8,6,3.0,1,10,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,640000.0
2012,monaco,lotus_f1,raikkonen,78,2.0,9,6,49.0,1,8,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,6400000.0
2012,monaco,williams,bruno_senna,78,1.0,10,6,14.0,1,13,United Kingdom,114,127,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,320000.0
2012,monaco,sauber,perez,77,0.0,11,6,22.0,1,23,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,640000.0
2012,monaco,toro_rosso,vergne,77,0.0,12,6,4.0,1,16,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,512000.0
2012,monaco,caterham,kovalainen,77,0.0,13,6,0.0,1,17,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,5120000.0
2012,monaco,marussia,glock,77,0.0,14,6,0.0,1,19,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,3840000.0
2012,monaco,hrt,karthikeyan,76,0.0,15,6,0.0,1,22,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,320000.0
2012,monaco,mclaren,button,70,0.0,16,6,45.0,0,12,United Kingdom,176,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,20500000.0
2012,monaco,lotus_f1,grosjean,0,0.0,17,6,35.0,0,4,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,1280000.0
2012,monaco,sauber,kobayashi,5,0.0,18,6,19.0,0,11,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,1280000.0
2012,monaco,williams,maldonado,0,0.0,19,6,29.0,0,24,United Kingdom,114,127,1985,173,63,Venezuela,1,1,Renault,Renault RS27-2012,2400,8,32,27,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,512000.0
2012,monaco,mercedes,michael_schumacher,63,0.0,20,6,2.0,0,6,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,10240000.0
2012,monaco,caterham,petrov,15,0.0,21,6,0.0,0,18,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,640000.0
2012,monaco,marussia,pic,64,0.0,22,6,0.0,0,21,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,192000.0
2012,monaco,toro_rosso,ricciardo,65,0.0,23,6,2.0,0,15,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,512000.0
2012,monaco,hrt,rosa,0,0.0,24,6,0.0,0,20,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,Monaco,Street,3.337,19,1,0,0,1,0,0,0,0,640000.0
2012,villeneuve,mclaren,hamilton,70,25.0,1,7,63.0,1,2,United Kingdom,177,149,1985,175,66,United Kingdom,18,21,Mercedes,Mercedes FO 108Z,2398,8,32,27,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,20480000.0
2012,villeneuve,lotus_f1,grosjean,70,18.0,2,7,35.0,1,7,United Kingdom,0,0,1986,180,71,France,0,0,Renault,Renault RS27-2012,2400,8,32,26,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,1280000.0
2012,villeneuve,sauber,perez,70,15.0,3,7,22.0,1,15,Switzerland,1,1,1990,173,63,Mexico,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,640000.0
2012,villeneuve,red_bull,vettel,70,12.0,4,7,73.0,1,1,Austria,29,41,1987,176,58,Germany,22,32,Renault,Renault RS27-2012,2400,8,32,25,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,12800000.0
2012,villeneuve,ferrari,alonso,70,10.0,5,7,76.0,1,3,Italy,217,205,1981,171,68,Spain,28,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,38400000.0
2012,villeneuve,mercedes,rosberg,70,8.0,6,7,59.0,1,5,Germany,10,9,1985,178,71,Germany,1,1,Mercedes,Mercedes FO 108Z,2398,8,32,27,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,12800000.0
2012,villeneuve,red_bull,webber,70,6.0,7,7,73.0,1,4,Austria,29,41,1976,185,75,Australia,8,10,Renault,Renault RS27-2012,2400,8,32,36,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,12800000.0
2012,villeneuve,lotus_f1,raikkonen,70,4.0,8,7,51.0,1,12,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,6400000.0
2012,villeneuve,sauber,kobayashi,70,2.0,9,7,19.0,1,11,Switzerland,1,1,1986,170,57,Japan,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,26,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,1280000.0
2012,villeneuve,ferrari,massa,70,1.0,10,7,10.0,1,6,Italy,217,205,1981,166,59,Brazil,11,15,Ferrari,Ferrari Tipo 056,2398,8,32,31,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,13900000.0
2012,villeneuve,force_india,resta,70,0.0,11,7,21.0,1,8,India,0,1,1986,185,74,United Kingdom,0,0,Mercedes,Mercedes FO 108Z,2398,8,32,26,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,256000.0
2012,villeneuve,force_india,hulkenberg,70,0.0,12,7,7.0,1,13,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,640000.0
2012,villeneuve,williams,maldonado,70,0.0,13,7,29.0,1,17,United Kingdom,114,127,1985,173,63,Venezuela,1,1,Renault,Renault RS27-2012,2400,8,32,27,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,512000.0
2012,villeneuve,toro_rosso,ricciardo,70,0.0,14,7,2.0,1,14,Italy,1,1,1989,175,64,Australia,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,23,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,512000.0
2012,villeneuve,toro_rosso,vergne,69,0.0,15,7,4.0,1,20,Italy,1,1,1990,182,69,France,0,0,Ferrari,Ferrari Tipo 056,2398,8,32,22,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,512000.0
2012,villeneuve,mclaren,button,69,0.0,16,7,45.0,1,10,United Kingdom,177,149,1980,182,72,United Kingdom,13,7,Mercedes,Mercedes FO 108Z,2398,8,32,32,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,20500000.0
2012,villeneuve,williams,bruno_senna,69,0.0,17,7,15.0,1,16,United Kingdom,114,127,1983,180,69,Brazil,0,0,Renault,Renault RS27-2012,2400,8,32,29,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,320000.0
2012,villeneuve,caterham,kovalainen,69,0.0,18,7,0.0,1,18,Malaysia,210,203,1981,172,66,Finland,1,1,Renault,Renault RS27-2012,2400,8,32,31,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,5120000.0
2012,villeneuve,caterham,petrov,69,0.0,19,7,0.0,1,19,Malaysia,210,203,1984,185,75,Russia,0,0,Renault,Renault RS27-2012,2400,8,32,28,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,640000.0
2012,villeneuve,marussia,pic,67,0.0,20,7,0.0,1,23,Russia,0,0,1990,178,60,France,0,0,Cosworth,Cosworth CA2012,2400,8,32,22,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,192000.0
2012,villeneuve,marussia,glock,56,0.0,21,7,0.0,0,22,Russia,0,0,1982,169,64,Germany,0,0,Cosworth,Cosworth CA2012,2400,8,32,30,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,3840000.0
2012,villeneuve,hrt,karthikeyan,22,0.0,22,7,0.0,0,24,Spain,0,0,1977,167,60,India,0,0,Cosworth,Cosworth CA2012,2400,8,32,35,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,320000.0
2012,villeneuve,mercedes,michael_schumacher,43,0.0,23,7,2.0,0,9,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,10240000.0
2012,villeneuve,hrt,rosa,24,0.0,24,7,0.0,0,21,Spain,0,0,1971,177,74,Spain,0,0,Cosworth,Cosworth CA2012,2400,8,32,41,Canada,Street,4.361,14,2,0,0,1,0,0,0,0,640000.0
2012,valencia,ferrari,alonso,57,25.0,1,8,86.0,1,11,Italy,218,205,1981,171,68,Spain,29,20,Ferrari,Ferrari Tipo 056,2398,8,32,31,Spain,Street,5.419,25,1,1,0,1,0,0,0,0,38400000.0
2012,valencia,lotus_f1,raikkonen,57,18.0,2,8,55.0,1,5,United Kingdom,0,0,1979,175,62,Finland,19,16,Renault,Renault RS27-2012,2400,8,32,33,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,6400000.0
2012,valencia,mercedes,michael_schumacher,57,15.0,3,8,2.0,1,12,Germany,10,9,1969,174,75,Germany,91,68,Mercedes,Mercedes FO 108Z,2398,8,32,43,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,10240000.0
2012,valencia,red_bull,webber,57,12.0,4,8,79.0,1,19,Austria,29,41,1976,185,75,Australia,8,10,Renault,Renault RS27-2012,2400,8,32,36,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,12800000.0
2012,valencia,force_india,hulkenberg,57,10.0,5,8,7.0,1,8,India,0,1,1987,184,70,Germany,0,1,Mercedes,Mercedes FO 108Z,2398,8,32,25,Spain,Street,5.419,25,1,0,0,1,0,0,0,0,640000.0
